Trade_Number,Direction,Rule_Index,Rule_TP,Rule_SL,Symbol,Entry_Time,Entry_Index,Symbol_Bar_Index,Entry_Price,Release_Index,Close_Time,Exit_Reason,Price_Return_Pct,Equity_Before_Entry,Capital_Pct,Round_Trip_Fee_Rate,Target_Position_Notional,Position_Notional,Margin_Used,Open_Total_Exposure_Before,Open_Symbol_Exposure_Before,Remaining_Total_Capacity,Gross_PnL,Fee,Net_PnL,Equity_Before_Close,Equity_After,Account_Return_Pct,High_Water_Mark,Drawdown_Pct,Account_Status,Realized
15,short,218,2.5,1.0,5,2024-01-05 03:00:00,10684,1068,0.08283,13564,2024-01-06 03:00:00,SL,-1.0,1009.2396199913245,12.5,0.002,126.15495249891556,126.15495249891556,126.15495249891556,630.7747624945778,0.0,378.46485749674673,-1.2615495249891557,0.2523099049978311,-1.513859429986987,1023.1166647662052,1021.6028053362182,2.160280533621828,1023.1166647662052,0.14796547472256125,ACTIVE,True
16,short,105,2.5,1.0,10,2024-01-05 03:10:00,10709,1070,0.5755,13589,2024-01-06 03:10:00,TP,2.5,1009.2396199913245,12.5,0.002,126.15495249891556,126.15495249891556,126.15495249891556,756.9297149934933,378.4648574967467,252.30990499783115,3.1538738124728893,0.2523099049978311,2.901563907475058,1021.6028053362182,1024.5043692436932,2.450436924369326,1024.5043692436932,0.0,ACTIVE,True
17,short,23,2.5,1.5,2,2024-01-05 03:30:00,10741,1074,37.2,13621,2024-01-06 03:30:00,TP,2.5,1009.2396199913245,12.5,0.002,126.15495249891556,126.15495249891556,126.15495249891556,883.0846674924089,0.0,126.15495249891558,3.1538738124728893,0.2523099049978311,2.901563907475058,1024.5043692436932,1027.4059331511683,2.740593315116824,1027.4059331511683,0.0,ACTIVE,True
18,short,53,3.5,1.0,2,2024-01-06 07:35:00,14111,1411,34.06,16991,2024-01-07 07:35:00,SL,-1.0,1027.4059331511683,12.5,0.002,128.42574164389603,128.42574164389603,128.42574164389603,-8.526512829121202e-14,0.0,1027.4059331511683,-1.2842574164389604,0.25685148328779206,-1.5411088997267526,1027.4059331511683,1025.8648242514414,2.586482425144143,1027.4059331511683,0.15000000000000957,ACTIVE,True
19,short,210,2.0,1.0,6,2024-01-06 07:55:00,14155,1415,7.117,17035,2024-01-07 07:55:00,SL,-1.0,1027.4059331511683,12.5,0.002,128.42574164389603,128.42574164389603,128.42574164389603,128.42574164389595,0.0,898.9801915072724,-1.2842574164389604,0.25685148328779206,-1.5411088997267526,1025.8648242514414,1024.3237153517146,2.4323715351714625,1027.4059331511683,0.30000000000001914,ACTIVE,True
20,short,22,2.0,1.0,6,2024-01-06 08:00:00,14165,1416,7.101,17045,2024-01-07 08:00:00,SL,-1.0,1027.4059331511683,12.5,0.002,128.42574164389603,128.42574164389603,128.42574164389603,256.851483287792,128.42574164389603,770.5544498633762,-1.2842574164389604,0.25685148328779206,-1.5411088997267526,1024.3237153517146,1022.7826064519878,2.278260645198782,1027.4059331511683,0.45000000000001766,ACTIVE,True
21,short,233,2.5,1.0,5,2024-01-06 08:00:00,14164,1416,0.08001,17044,2024-01-07 08:00:00,SL,-1.0,1027.4059331511683,12.5,0.002,128.42574164389603,128.42574164389603,128.42574164389603,385.277224931688,0.0,642.1287082194802,-1.2842574164389604,0.25685148328779206,-1.5411088997267526,1022.7826064519878,1021.2414975522611,2.1241497552261013,1027.4059331511683,0.6000000000000162,ACTIVE,True
22,short,52,2.0,1.5,4,2024-01-06 21:00:00,15723,1572,43773.67,18603,2024-01-07 21:00:00,SL,-1.5,1027.4059331511683,12.5,0.002,128.42574164389603,128.42574164389603,128.42574164389603,513.702966575584,0.0,513.7029665755842,-1.9263861246584404,0.25685148328779206,-2.1832376079462326,1021.2414975522611,1019.0582599443148,1.905825994431476,1027.4059331511683,0.8125000000000169,ACTIVE,True
23,short,220,2.0,1.0,5,2024-01-07 08:45:00,17134,1713,0.08048,20014,2024-01-08 08:45:00,TP,2.0,1021.2414975522611,12.5,0.002,127.65518719403264,127.65518719403264,127.65518719403264,128.42574164389598,0.0,892.8157559083651,2.5531037438806528,0.25531037438806525,2.2977933694925876,1019.0582599443148,1021.3560533138075,2.135605331380752,1027.4059331511683,0.588850000000012,ACTIVE,True
24,short,31,3.5,1.25,5,2024-01-07 10:30:00,17344,1734,0.07986,20224,2024-01-08 10:30:00,TP,3.5,1021.2414975522611,12.5,0.002,127.65518719403264,127.65518719403264,127.65518719403264,256.0809288379286,127.65518719403264,765.1605687143325,4.467931551791143,0.25531037438806525,4.2126211774030775,1021.3560533138075,1025.5686744912105,2.5568674491210475,1027.4059331511683,0.17882500000002147,ACTIVE,True
25,short,14,2.0,2.0,7,2024-01-07 17:45:00,18216,1821,2239.46,21096,2024-01-08 17:45:00,TP,2.0,1021.2414975522611,12.5,0.002,127.65518719403264,127.65518719403264,127.65518719403264,383.7361160319612,0.0,637.5053815202998,2.5531037438806528,0.25531037438806525,2.2977933694925876,1025.5686744912105,1027.866467860703,2.7866467860703015,1027.866467860703,0.0,ACTIVE,True
26,short,149,3.5,1.0,1,2024-01-07 21:40:00,18680,1868,0.5097,21560,2024-01-08 21:40:00,TP,3.5,1019.0582599443148,12.5,0.002,127.38228249303936,127.38228249303936,127.38228249303936,382.96556158209785,0.0,636.092698362217,4.458379887256378,0.2547645649860787,4.2036153222702985,1027.866467860703,1032.0700831829733,3.207008318297344,1032.0700831829733,0.0,ACTIVE,True
27,short,69,3.5,1.5,9,2024-01-08 00:40:00,19048,1904,0.10284,21928,2024-01-09 00:40:00,Time_288,-0.8168028004667381,1019.0582599443148,12.5,0.002,127.38228249303936,127.38228249303936,127.38228249303936,510.34784407513723,0.0,508.7104158691776,-1.040462050701597,0.2547645649860787,-1.2952266156876755,1032.0700831829733,1030.7748565672857,3.0774856567285624,1032.0700831829733,0.12549793243624108,ACTIVE,True
28,short,15,2.5,1.0,10,2024-01-08 05:05:00,19579,1957,0.5611,22459,2024-01-09 05:05:00,SL,-1.0,1019.0582599443148,12.5,0.002,127.38228249303936,127.38228249303936,127.38228249303936,637.7301265681766,0.0,381.3281333761382,-1.2738228249303936,0.2547645649860787,-1.5285873899164724,1030.7748565672857,1029.2462691773692,2.9246269177369166,1032.0700831829733,0.2736068074849463,ACTIVE,True
29,short,67,2.0,1.25,6,2024-01-08 07:20:00,19845,1984,6.953,22725,2024-01-09 07:20:00,SL,-1.25,1019.0582599443148,12.5,0.002,127.38228249303936,127.38228249303936,127.38228249303936,765.112409061216,0.0,253.94585088309884,-1.5922785311629921,0.2547645649860787,-1.8470430961490707,1029.2462691773692,1027.3992260812201,2.739922608122014,1032.0700831829733,0.4525716981687874,ACTIVE,True
30,short,61,2.0,1.5,8,2024-01-08 17:00:00,21007,2100,94.98,23887,2024-01-09 17:00:00,SL,-1.5,1025.5686744912105,12.5,0.002,128.1960843114013,128.1960843114013,128.1960843114013,637.1843171661901,0.0,388.38435732502035,-1.9229412646710196,0.2563921686228026,-2.1793334332938223,1027.3992260812201,1025.2198926479264,2.5219892647926345,1032.0700831829733,0.6637330784669709,ACTIVE,True
31,short,214,3.0,2.0,2,2024-01-08 20:15:00,21391,2139,35.87,24271,2024-01-09 20:15:00,SL,-2.0,1027.866467860703,12.5,0.002,128.4833084825879,128.4833084825879,128.4833084825879,637.7252142835589,0.0,390.1412535771442,-2.5696661696517578,0.25696661696517575,-2.8266327866169334,1025.2198926479264,1022.3932598613094,2.2393259861309467,1032.0700831829733,0.93761300509942,ACTIVE,True
32,short,207,3.5,1.0,7,2024-01-09 01:30:00,22026,2202,2298.89,24906,2024-01-10 01:30:00,SL,-1.0,1030.7748565672857,12.5,0.002,128.84685707091072,128.84685707091072,128.84685707091072,511.443957780068,0.0,519.3308987872177,-1.2884685707091073,0.25769371414182146,-1.5461622848509287,1022.3932598613094,1020.8470975764585,2.084709757645853,1032.0700831829733,1.0874247582007608,ACTIVE,True
33,short,62,2.5,1.75,2,2024-01-09 05:55:00,22551,2255,37.14,25431,2024-01-10 05:55:00,TP,2.5,1029.2462691773692,12.5,0.002,128.65578364717115,128.65578364717115,128.65578364717115,512.9085323579393,128.4833084825879,516.3377368194299,3.216394591179279,0.2573115672943423,2.959083023884937,1020.8470975764585,1023.8061806003434,2.380618060034334,1032.0700831829733,0.800711377772285,ACTIVE,True
34,short,69,3.5,1.5,1,2024-01-09 10:15:00,23070,2307,0.5215,25950,2024-01-10 10:15:00,SL,-1.5,1027.3992260812201,12.5,0.002,128.42490326015252,128.42490326015252,128.42490326015252,514.182033512071,0.0,513.2171925691491,-1.9263735489022877,0.25684980652030504,-2.1832233554225926,1023.8061806003434,1021.6229572449208,2.1622957244920915,1032.0700831829733,1.012249662913674,ACTIVE,True
35,short,69,3.5,1.5,5,2024-01-09 10:15:00,23074,2307,0.07924,25954,2024-01-10 10:15:00,TP,3.5,1027.3992260812201,12.5,0.002,128.42490326015252,128.42490326015252,128.42490326015252,642.6069367722235,0.0,384.7922893089966,4.494871614105339,0.25684980652030504,4.238021807585034,1021.6229572449208,1025.8609790525059,2.586097905250595,1032.0700831829733,0.6016165211686207,ACTIVE,True
36,short,104,3.0,2.0,5,2024-01-09 10:40:00,23124,2312,0.07891,26004,2024-01-10 10:40:00,TP,3.0,1027.3992260812201,12.5,0.002,128.42490326015252,128.42490326015252,128.42490326015252,771.0318400323761,128.42490326015252,256.3673860488441,3.8527470978045755,0.25684980652030504,3.5958972912842704,1025.8609790525059,1029.45687634379,2.945687634379013,1032.0700831829733,0.25320052211221394,ACTIVE,True
37,short,26,3.5,1.0,6,2024-01-09 11:10:00,23185,2318,7.472,26065,2024-01-10 11:10:00,TP,3.5,1027.3992260812201,12.5,0.002,128.42490326015252,127.94248278869156,127.94248278869156,899.4567432925286,0.0,127.94248278869156,4.477986897604205,0.2558849655773831,4.222101932026821,1029.45687634379,1033.678978275817,3.3678978275816895,1033.678978275817,0.0,ACTIVE,True
38,short,199,3.0,1.5,6,2024-01-10 08:30:00,25745,2574,7.034,28625,2024-01-11 08:30:00,TP,3.0,1023.8061806003434,12.5,0.002,127.97577257504292,127.97577257504292,127.97577257504292,513.2171925691491,127.94248278869156,510.5889880311943,3.839273177251288,0.25595154515008584,3.583321632101202,1033.678978275817,1037.262299907918,3.7262299907918184,1037.262299907918,0.0,ACTIVE,True
39,short,178,2.0,1.25,6,2024-01-10 08:35:00,25755,2575,7.02,28635,2024-01-11 08:35:00,TP,2.0,1023.8061806003434,12.5,0.002,127.97577257504292,127.97577257504292,127.97577257504292,641.192965144192,255.9182553637345,382.61321545615135,2.5595154515008587,0.25595154515008584,2.3035639063507727,1037.262299907918,1039.5658638142688,3.9565863814268853,1039.5658638142688,0.0,ACTIVE,True
40,short,178,2.0,1.25,6,2024-01-10 08:40:00,25765,2576,7.004,28645,2024-01-11 08:40:00,TP,2.0,1023.8061806003434,12.5,0.002,127.97577257504292,127.97577257504292,127.97577257504292,769.168737719235,383.8940279387774,254.63744288110843,2.5595154515008587,0.25595154515008584,2.3035639063507727,1039.5658638142688,1041.8694277206196,4.186942772061952,1041.8694277206196,0.0,ACTIVE,True
41,short,83,2.0,2.0,7,2024-01-10 10:55:00,26036,2603,2400.58,28916,2024-01-11 10:55:00,TP,2.0,1029.45687634379,12.5,0.002,128.68210954297376,128.68210954297376,128.68210954297376,511.86980051382034,0.0,517.5870758299698,2.5736421908594753,0.25736421908594753,2.316277971773528,1041.8694277206196,1044.1857056923932,4.418570569239311,1044.1857056923932,0.0,ACTIVE,True
42,short,15,2.5,1.0,4,2024-01-10 12:15:00,26193,2619,45391.98,29073,2024-01-11 12:15:00,SL,-1.0,1033.678978275817,12.5,0.002,129.20987228447711,129.20987228447711,129.20987228447711,512.6094272681025,0.0,521.0695510077144,-1.2920987228447711,0.2584197445689542,-1.5505184674137253,1044.1857056923932,1042.6351872249795,4.26351872249795,1044.1857056923932,0.1484906812036397,ACTIVE,True
43,short,65,2.5,1.0,5,2024-01-10 12:30:00,26224,2622,0.078,29104,2024-01-11 12:30:00,TP,2.5,1033.678978275817,12.5,0.002,129.20987228447711,129.20987228447711,129.20987228447711,641.8192995525797,0.0,391.85967872323727,3.230246807111928,0.2584197445689542,2.9718270625429737,1042.6351872249795,1045.6070142875226,4.560701428752267,1045.6070142875226,0.0,ACTIVE,True
44,short,65,2.5,1.0,5,2024-01-10 12:35:00,26234,2623,0.07799,29114,2024-01-11 12:35:00,TP,2.5,1033.678978275817,12.5,0.002,129.20987228447711,129.20987228447711,129.20987228447711,771.0291718370568,129.20987228447711,262.64980643876015,3.230246807111928,0.2584197445689542,2.9718270625429737,1045.6070142875226,1048.5788413500657,4.857884135006563,1048.5788413500657,0.0,ACTIVE,True
45,short,65,2.5,1.0,5,2024-01-10 12:40:00,26244,2624,0.07804,29124,2024-01-11 12:40:00,TP,2.5,1033.678978275817,12.5,0.002,129.20987228447711,129.20987228447711,129.20987228447711,900.2390441215339,258.41974456895423,133.43993415428304,3.230246807111928,0.2584197445689542,2.9718270625429737,1048.5788413500657,1051.5506684126087,5.15506684126088,1051.5506684126087,0.0,ACTIVE,True
46,short,65,2.5,1.0,5,2024-01-10 12:45:00,26254,2625,0.07756,29134,2024-01-11 12:45:00,SL,-1.0,1033.678978275817,12.5,0.002,129.20987228447711,4.2300618698059225,4.2300618698059225,1029.448916406011,387.62961685343134,4.2300618698059225,-0.04230061869805923,0.008460123739611846,-0.05076074243767107,1051.5506684126087,1051.499907670171,5.149990767017099,1051.5506684126087,0.0048272274425242056,ACTIVE,True
47,short,18,2.0,1.0,7,2024-01-13 06:50:00,34186,3418,2550.02,37066,2024-01-14 06:50:00,SL,-1.0,1051.499907670171,12.5,0.002,131.43748845877138,131.43748845877138,131.43748845877138,0.0,0.0,1051.499907670171,-1.314374884587714,0.26287497691754275,-1.5772498615052566,1051.499907670171,1049.922657808666,4.9922657808666004,1051.5506684126087,0.15481998660135046,ACTIVE,True
48,short,18,2.0,1.0,7,2024-01-13 06:55:00,34196,3419,2552.01,37076,2024-01-14 06:55:00,SL,-1.0,1051.499907670171,12.5,0.002,131.43748845877138,131.43748845877138,131.43748845877138,131.43748845877138,131.43748845877138,920.0624192113996,-1.314374884587714,0.26287497691754275,-1.5772498615052566,1049.922657808666,1048.3454079471608,4.83454079471608,1051.5506684126087,0.3048127457601767,ACTIVE,True
49,short,26,3.5,1.0,5,2024-01-13 12:40:00,34884,3488,0.08035,37764,2024-01-14 12:40:00,SL,-1.0,1051.499907670171,12.5,0.002,131.43748845877138,131.43748845877138,131.43748845877138,262.87497691754277,0.0,788.6249307526283,-1.314374884587714,0.26287497691754275,-1.5772498615052566,1048.3454079471608,1046.7681580856556,4.67681580856556,1051.5506684126087,0.45480550491900296,ACTIVE,True
50,short,220,2.0,1.0,5,2024-01-13 20:05:00,35774,3577,0.08078,38654,2024-01-14 20:05:00,SL,-1.0,1051.499907670171,12.5,0.002,131.43748845877138,131.43748845877138,131.43748845877138,394.31246537631415,131.43748845877138,657.187442293857,-1.314374884587714,0.26287497691754275,-1.5772498615052566,1046.7681580856556,1045.1909082241505,4.5190908224150395,1051.5506684126087,0.6047982640778292,ACTIVE,True
51,short,194,3.5,1.25,2,2024-01-14 18:20:00,38441,3844,36.71,41321,2024-01-15 18:20:00,TP,3.5,1046.7681580856556,12.5,0.002,130.84601976070695,130.84601976070695,130.84601976070695,131.43748845877138,0.0,915.3306696268842,4.579610691624744,0.2616920395214139,4.31791865210333,1045.1909082241505,1049.5088268762538,4.95088268762538,1051.5506684126087,0.19417433678561866,ACTIVE,True
52,short,194,3.5,1.25,2,2024-01-14 18:25:00,38451,3845,36.58,41331,2024-01-15 18:25:00,TP,3.5,1046.7681580856556,12.5,0.002,130.84601976070695,130.84601976070695,130.84601976070695,262.28350821947834,130.84601976070695,784.4846498661773,4.579610691624744,0.2616920395214139,4.31791865210333,1049.5088268762538,1053.8267455283572,5.38267455283572,1053.8267455283572,0.0,ACTIVE,True
53,short,82,3.5,1.5,8,2024-01-14 20:45:00,38737,3873,96.75,41617,2024-01-15 20:45:00,TP,3.5,1045.1909082241505,12.5,0.002,130.6488635280188,130.6488635280188,130.6488635280188,261.6920395214139,0.0,783.4988687027366,4.572710223480659,0.2612977270560376,4.311412496424621,1053.8267455283572,1058.1381580247817,5.813815802478173,1058.1381580247817,0.0,ACTIVE,True
54,short,205,2.5,1.25,5,2024-01-14 21:05:00,38774,3877,0.08101,41654,2024-01-15 21:05:00,Time_288,-0.148129860511042,1045.1909082241505,12.5,0.002,130.6488635280188,130.6488635280188,130.6488635280188,392.3409030494327,0.0,652.8500051747178,-0.19352997930331586,0.2612977270560376,-0.45482770635935343,1058.1381580247817,1057.6833303184223,5.768333031842232,1058.1381580247817,0.04298377323508811,ACTIVE,True
55,short,211,2.0,1.0,5,2024-01-15 13:25:00,40734,4073,0.08149,43614,2024-01-16 13:25:00,SL,-1.0,1045.1909082241505,12.5,0.002,130.6488635280188,130.6488635280188,130.6488635280188,522.9897665774515,130.6488635280188,522.2011416466989,-1.306488635280188,0.2612977270560376,-1.5677863623362258,1057.6833303184223,1056.1155439560862,5.611554395608609,1058.1381580247817,0.1911483914795279,ACTIVE,True
56,short,53,3.5,1.0,2,2024-01-15 16:25:00,41091,4109,35.53,43971,2024-01-16 16:25:00,SL,-1.0,1045.1909082241505,12.5,0.002,130.6488635280188,130.6488635280188,130.6488635280188,653.6386301054704,261.6920395214139,391.5522781186801,-1.306488635280188,0.2612977270560376,-1.5677863623362258,1056.1155439560862,1054.54775759375,5.454775759375008,1058.1381580247817,0.33931300972396766,ACTIVE,True
57,short,99,3.0,1.0,8,2024-01-15 22:00:00,41767,4176,94.61,44647,2024-01-16 22:00:00,SL,-1.0,1057.6833303184223,12.5,0.002,132.2104162898028,132.2104162898028,132.2104162898028,261.29772705603784,0.0,796.3856032623845,-1.322104162898028,0.2644208325796056,-1.5865249954776335,1054.54775759375,1052.9612325982723,5.296123259827223,1058.1381580247817,0.4892485340641216,ACTIVE,True
58,short,98,3.0,1.0,10,2024-01-15 22:30:00,41829,4182,0.5789,44709,2024-01-16 22:30:00,Time_288,-0.051822421834527205,1057.6833303184223,12.5,0.002,132.2104162898028,132.2104162898028,132.2104162898028,393.5081433458406,0.0,664.1751869725817,-0.06851463963888607,0.2644208325796056,-0.3329354722184916,1052.9612325982723,1052.628297126054,5.262829712605388,1058.1381580247817,0.5207128064460864,ACTIVE,True
59,short,108,3.5,1.75,10,2024-01-15 22:50:00,41869,4186,0.5783,44749,2024-01-16 22:50:00,Time_288,-0.051876188829321615,1057.6833303184223,12.5,0.002,132.2104162898028,132.2104162898028,132.2104162898028,525.7185596356434,132.2104162898028,531.964770682779,-0.06858572520653028,0.2644208325796056,-0.33300655778613586,1052.628297126054,1052.2952905682678,5.229529056826787,1058.1381580247817,0.5521837968135203,ACTIVE,True
60,short,226,3.5,2.0,9,2024-01-15 23:20:00,41928,4192,0.10878,44808,2024-01-16 23:20:00,Time_288,0.4780290494576269,1057.6833303184223,12.5,0.002,132.2104162898028,132.2104162898028,132.2104162898028,657.9289759254461,0.0,399.7543543929762,0.6320041962741159,0.2644208325796056,0.3675833636945103,1052.2952905682678,1052.6628739319624,5.266287393196234,1058.1381580247817,0.5174451040533248,ACTIVE,True
61,short,226,3.5,2.0,9,2024-01-15 23:30:00,41948,4194,0.10889,44828,2024-01-16 23:30:00,Time_288,0.6979520617136531,1057.6833303184223,12.5,0.002,132.2104162898028,132.2104162898028,132.2104162898028,790.1393922152489,132.2104162898028,267.54393810317345,0.9227653262948821,0.2644208325796056,0.6583444937152765,1052.6628739319624,1053.3212184256777,5.332121842567772,1058.1381580247817,0.45522785116224646,ACTIVE,True
62,short,9,3.0,1.75,9,2024-01-15 23:40:00,41968,4196,0.1087,44848,2024-01-16 23:40:00,Time_288,0.5703771849126121,1057.6833303184223,12.5,0.002,132.2104162898028,132.2104162898028,132.2104162898028,922.3498085050517,264.4208325796056,135.33352181337068,0.7540980505950228,0.2644208325796056,0.4896772180154172,1053.3212184256777,1053.8108956436931,5.381089564369312,1058.1381580247817,0.4089506033093257,ACTIVE,True
63,short,127,2.0,1.0,5,2024-01-16 10:45:00,43294,4329,0.08183,46174,2024-01-17 10:45:00,TP,2.0,1057.6833303184223,12.5,0.002,132.2104162898028,3.1231055235678014,3.1231055235678014,1054.5602247948545,130.6488635280188,3.1231055235678014,0.06246211047135603,0.0062462110471356025,0.05621589942422043,1053.8108956436931,1053.8671115431173,5.38671115431173,1058.1381580247817,0.40363788502222625,ACTIVE,True
64,short,59,2.0,1.0,9,2024-01-17 17:20:00,46968,4696,0.10801,49848,2024-01-18 17:20:00,SL,-1.0,1053.8671115431173,12.5,0.002,131.73338894288966,131.73338894288966,131.73338894288966,1.7053025658242404e-13,5.684341886080802e-14,1053.867111543117,-1.3173338894288966,0.2634667778857793,-1.580800667314676,1053.8671115431173,1052.2863108758027,5.228631087580271,1058.1381580247817,0.5530324281946889,ACTIVE,True
65,short,26,3.5,1.0,1,2024-01-17 19:30:00,47220,4722,0.5285,50100,2024-01-18 19:30:00,TP,3.5,1053.8671115431173,12.5,0.002,131.73338894288966,131.73338894288966,131.73338894288966,131.73338894288983,0.0,922.1337226002274,4.610668613001138,0.2634667778857793,4.347201835115359,1052.2863108758027,1056.633512710918,5.66335127109181,1058.1381580247817,0.1421974344704058,ACTIVE,True
66,short,120,2.0,1.0,1,2024-01-17 22:55:00,47630,4763,0.5276,50510,2024-01-18 22:55:00,TP,2.0,1053.8671115431173,12.5,0.002,131.73338894288966,131.73338894288966,131.73338894288966,263.4667778857795,131.73338894288966,790.4003336573378,2.6346677788577932,0.2634667778857793,2.3712010009720137,1056.633512710918,1059.00471371189,5.900471371188987,1059.00471371189,0.0,ACTIVE,True
67,short,98,3.0,1.0,8,2024-01-18 07:45:00,48697,4869,100.84,51577,2024-01-19 07:45:00,TP,3.0,1053.8671115431173,12.5,0.002,131.73338894288966,131.73338894288966,131.73338894288966,395.2001668286691,0.0,658.6669447144482,3.9520016682866896,0.2634667778857793,3.68853489040091,1059.00471371189,1062.6932486022909,6.269324860229086,1062.6932486022909,0.0,ACTIVE,True
68,short,98,3.0,1.0,8,2024-01-18 07:55:00,48717,4871,100.75,51597,2024-01-19 07:55:00,TP,3.0,1053.8671115431173,12.5,0.002,131.73338894288966,131.73338894288966,131.73338894288966,526.9335557715588,131.73338894288966,526.9335557715585,3.9520016682866896,0.2634667778857793,3.68853489040091,1062.6932486022909,1066.3817834926917,6.638178349269164,1066.3817834926917,0.0,ACTIVE,True
69,short,26,3.5,1.0,4,2024-01-18 22:15:00,50433,5043,41261.92,53313,2024-01-19 22:15:00,SL,-1.0,1056.633512710918,12.5,0.002,132.07918908886475,132.07918908886475,132.07918908886475,395.2001668286691,0.0,661.4333458822489,-1.3207918908886476,0.2641583781777295,-1.584950269066377,1066.3817834926917,1064.7968332236253,6.479683322362528,1066.3817834926917,0.14862878319951173,ACTIVE,True
70,short,26,3.5,1.0,4,2024-01-18 22:25:00,50453,5045,41200.0,53333,2024-01-19 22:25:00,SL,-1.0,1056.633512710918,12.5,0.002,132.07918908886475,132.07918908886475,132.07918908886475,527.2793559175338,132.07918908886475,529.3541567933842,-1.3207918908886476,0.2641583781777295,-1.584950269066377,1064.7968332236253,1063.2118829545589,6.321188295455893,1066.3817834926917,0.29725756639902345,ACTIVE,True
71,short,221,1.25,1.75,5,2024-01-18 23:10:00,50544,5054,0.07794,53424,2024-01-19 23:10:00,TP,1.25,1059.00471371189,12.5,0.002,132.37558921398625,132.37558921398625,132.37558921398625,527.6251560635089,0.0,531.379557648381,1.6546948651748281,0.2647511784279725,1.3899436867468555,1063.2118829545589,1064.6018266413057,6.460182664130576,1066.3817834926917,0.16691553428043257,ACTIVE,True
72,short,98,3.0,1.0,6,2024-01-19 00:15:00,50675,5067,7.01,53555,2024-01-20 00:15:00,TP,3.0,1059.00471371189,12.5,0.002,132.37558921398625,132.37558921398625,132.37558921398625,660.0007452774952,0.0,399.0039684343948,3.971267676419587,0.2647511784279725,3.7065164979916148,1064.6018266413057,1068.3083431392972,6.830834313929723,1068.3083431392972,0.0,ACTIVE,True
73,short,22,2.0,1.0,3,2024-01-19 17:50:00,52782,5278,311.5,55662,2024-01-20 17:50:00,SL,-1.0,1066.3817834926917,12.5,0.002,133.29772293658647,133.29772293658647,133.29772293658647,528.9095566057022,0.0,537.4722268869896,-1.3329772293658646,0.26659544587317296,-1.5995726752390376,1068.3083431392972,1066.7087704640583,6.670877046405832,1068.3083431392972,0.14972949387800402,ACTIVE,True
74,short,26,3.5,1.0,3,2024-01-19 18:00:00,52802,5280,311.0,55682,2024-01-20 18:00:00,SL,-1.0,1066.3817834926917,12.5,0.002,133.29772293658647,133.29772293658647,133.29772293658647,662.2072795422887,133.29772293658647,404.17450395040305,-1.3329772293658646,0.26659544587317296,-1.5995726752390376,1066.7087704640583,1065.1091977888193,6.510919778881941,1068.3083431392972,0.29945898775600804,ACTIVE,True
75,short,58,3.5,1.75,2,2024-01-19 18:20:00,52841,5284,31.74,55721,2024-01-20 18:20:00,SL,-1.75,1066.3817834926917,12.5,0.002,133.29772293658647,133.29772293658647,133.29772293658647,795.5050024788752,0.0,270.8767810138165,-2.3327101513902635,0.26659544587317296,-2.5993055972634362,1065.1091977888193,1062.5098921915558,6.250989219155567,1068.3083431392972,0.5427694153077858,ACTIVE,True
76,short,53,3.5,1.0,2,2024-01-20 11:20:00,54881,5488,32.25,57761,2024-01-21 11:20:00,SL,-1.0,1068.3083431392972,12.5,0.002,133.53854289241215,133.53854289241215,133.53854289241215,399.8931688097598,133.29772293658647,668.4151743295374,-1.3353854289241216,0.2670770857848243,-1.602462514708946,1062.5098921915558,1060.9074296768467,6.090742967684681,1068.3083431392972,0.6927694153077939,ACTIVE,True
77,short,104,3.0,2.0,5,2024-01-21 18:10:00,58584,5858,0.08661,61464,2024-01-22 18:10:00,TP,3.0,1060.9074296768467,12.5,0.002,132.61342870960584,132.61342870960584,132.61342870960584,3.694822225952521e-13,0.0,1060.9074296768463,3.978402861288175,0.2652268574192117,3.713176003868963,1060.9074296768467,1064.6206056807157,6.46206056807157,1068.3083431392972,0.34519410826137087,ACTIVE,True
78,short,107,1.5,2.0,1,2024-01-21 18:10:00,58580,5858,0.5127,61460,2024-01-22 18:10:00,TP,1.5,1060.9074296768467,12.5,0.002,132.61342870960584,132.61342870960584,132.61342870960584,132.6134287096062,0.0,928.2940009672405,1.9892014306440875,0.2652268574192117,1.7239745732248757,1064.6206056807157,1066.3445802539406,6.634458025394063,1068.3083431392972,0.18381985856123909,ACTIVE,True
79,short,16,3.5,1.25,5,2024-01-21 18:15:00,58594,5859,0.08678,61474,2024-01-22 18:15:00,TP,3.5,1060.9074296768467,12.5,0.002,132.61342870960584,132.61342870960584,132.61342870960584,265.226857419212,132.61342870960584,795.6805722576347,4.641470004836205,0.2652268574192117,4.376243147416994,1066.3445802539406,1070.7208234013576,7.072082340135766,1070.7208234013576,0.0,ACTIVE,True
80,short,100,3.0,1.5,5,2024-01-21 18:35:00,58634,5863,0.08649,61514,2024-01-22 18:35:00,TP,3.0,1060.9074296768467,12.5,0.002,132.61342870960584,132.61342870960584,132.61342870960584,397.84028612881787,265.2268574192117,663.0671435480289,3.978402861288175,0.2652268574192117,3.713176003868963,1070.7208234013576,1074.4339994052266,7.443399940522655,1074.4339994052266,0.0,ACTIVE,True
